Sex,Form,Group,Team,Athlete,Score
W,Flexible/Soft weapon routines Jiujiebian,C,USA,Sofia CHERKASOVA,8.45
W,Single weapon routines Other routines,F,USA,Xiaoan WANG,8.48
W,Single weapon routines Other routines,F,FRA,Consiglia CIABURRI,8.4
M,Double weapon routines,B,AIN,Victor KHREMUCHKOV,8.62
M,Double weapon routines,B,HKG,HE Dragon,8.57
M,Double weapon routines,B,SGP,WENG Linxu,8.5
M,Double weapon routines,B,USA,Timothy TAFF,8.5
M,Double weapon routines,B,USA,Jayden CANDRA,8.46
M,Double weapon routines,B,FRA,Aaron COHEN,8.45
M,Double weapon routines,B,USA,Nathan CHAN,8.41
M,Double weapon routines,B,MAC,CHEOK Wa Weng,8.39
M,Double weapon routines,B,USA,Aaron PINEDO,8.37
M,Double weapon routines,B,USA,Brayden ROLDAN,8.36
M,Double weapon routines,B,FRA,Andrej DENIC,8.26
M,Single weapon routines Pudao/Dadao,B,LAT,Mihails FISKISS,8.45
M,Single weapon routines Pudao/Dadao,B,MEX,Bruno Armando DELGADO HOLGUIN,8.42
M,Single weapon routines Pudao/Dadao,B,USA,Adam CHAI,8.41
M,Single weapon routines Pudao/Dadao,B,USA,Ethan YUE,8.38
M,Single weapon routines Pudao/Dadao,B,EGY,Sif SALAMA,8.32
M,Single weapon routines Pudao/Dadao,B,USA,Alphard SHI,8.3
M,Single weapon routines Pudao/Dadao,B,CAN,Michael Yujia HAO,8.28
M,Single weapon routines Pudao/Dadao,B,EGY,Karim GEBRIL,8.2
W,weapon Other routines,A,USA,Anya AN,7.61
W,weapon Other routines,A,USA,Emina JIAN,7.55
W,weapon Other routines,A,USA,Florence Linh Lan KYI,7.53
W,weapon Other routines,A,USA,Angelina YU,7.5
W,weapon Other routines,A,HKG,FENG Yik Man,7.44
W,weapon Other routines,A,HKG,XIA Wan Zhi Grace,7.43
W,weapon Other routines,A,USA,Angela WONG,7.41
W,weapon Other routines,A,USA,Madelyn WANG,7.36
W,Single weapon routines Jian (Straight Sword),B,HKG,CHAN Lois Jo,8.63
W,Single weapon routines Jian (Straight Sword),B,NZL,Annie HARRIS,8.55
W,Single weapon routines Jian (Straight Sword),B,GEO,Barbare GATCHAVA,8.44
W,Single weapon routines Jian (Straight Sword),B,USA,Jordan NGO,8.36
W,Single weapon routines Jian (Straight Sword),B,USA,Emma NG,8.35
W,Single weapon routines Jian (Straight Sword),B,USA,Charlee POT,8.32
W,Single weapon routines Jian (Straight Sword),B,CAN,YI Litianzhen,8.26
W,Single weapon routines Gun (Cudgel/Staff),B,AIN,Sofia PODGORKINA,8.61
W,Single weapon routines Gun (Cudgel/Staff),B,ROU,Andrada Maria RADU MIC,8.49
W,Single weapon routines Gun (Cudgel/Staff),B,AIN,Katsiaryna SHANAIKOVA,8.44
W,Single weapon routines Gun (Cudgel/Staff),B,ITA,Laila PIOVESAN,8.4
W,Single weapon routines Gun (Cudgel/Staff),B,GRE,Vasiliki LABOUSI,8.3
W,Single weapon routines Gun (Cudgel/Staff),B,USA,Solange COLASSE,8.27
W,Single weapon routines Gun (Cudgel/Staff),B,USA,Claire TJHIN,8.14
W,Double weapon routines,B,AIN,Anna PETUKHOVA,8.64
W,Double weapon routines,B,FRA,Annie SCHUR CHEN,8.64
W,Double weapon routines,B,CAN,Yanjie LIU,8.51
W,Double weapon routines,B,MAS,HUE Zi Wei,8.48
W,Double weapon routines,B,NZL,Alyson Ziming ZHU,8.44
W,Double weapon routines,B,USA,Adriana ZHU,8.43
W,Double weapon routines,B,MAC,LEONG Wai Lam,8.4
W,Double weapon routines,B,GRE,Despoina MICHOU,8.37
W,Double weapon routines,B,USA,Natalie SUDIBYO,8.26
W,Single weapon routines Dao (Broadsword),C,TUR,Afra KILINC,8.67
W,Single weapon routines Dao (Broadsword),C,HKG,CHAN Hoi Ching,8.61
W,Single weapon routines Dao (Broadsword),C,AIN,Zlata SHMAKOVA,8.6
W,Single weapon routines Dao (Broadsword),C,CZE,Helena RIHACKOVA,8.48
W,Single weapon routines Dao (Broadsword),C,TUR,Sude Merve ALTUN,8.47
W,Single weapon routines Dao (Broadsword),C,GBR,Chiara EZAD PANAH,8.43
W,Single weapon routines Dao (Broadsword),C,USA,Emma HUANG,8.38
W,Single weapon routines Dao (Broadsword),C,GRE,Spyridoula DOUDOUNI,8.36
W,Single weapon routines Jian (Straight Sword),C,HKG,HUANG Susie,8.63
W,Single weapon routines Jian (Straight Sword),C,TUR,Ayse Sina COSKUN,8.59
W,Single weapon routines Jian (Straight Sword),C,HKG,LEE Hiu Ching,8.55
W,Single weapon routines Jian (Straight Sword),C,GEO,Sopiko APKHAZAVA,8.54
W,Single weapon routines Jian (Straight Sword),C,USA,Elaine SUDIBYO,8.49
W,Single weapon routines Jian (Straight Sword),C,GEO,Mariam ARZIANI,8.44
W,Single weapon routines Jian (Straight Sword),C,HKG,LO Tsz Ki Debby,8.44
W,Single weapon routines Jian (Straight Sword),C,NZL,Leyu CAO,8.42
W,Single weapon routines Jian (Straight Sword),C,SVK,Diana CELEdOVá,8.41
W,Single weapon routines Jian (Straight Sword),C,GRE,Maria DOUDONI,8.38
W,Single weapon routines Jian (Straight Sword),C,GRE,Danai Paraskevi SAMARTZI,8.37
W,Single weapon routines Jian (Straight Sword),C,GRE,Elpida TRIGONI,8.37
W,Single weapon routines Jian (Straight Sword),C,AUS,Angelique LI,8.26
W,Single weapon routines Gun (Cudgel/Staff),C,AIN,Aleksandra IVAKINA,8.6
W,Single weapon routines Gun (Cudgel/Staff),C,GEO,Gvantsa KARCHAVA,8.53
W,Single weapon routines Gun (Cudgel/Staff),C,GRE,Melina SPYRIDOU,8.51
W,Single weapon routines Gun (Cudgel/Staff),C,ITA,Sarah RAGNO,8.5
W,Single weapon routines Gun (Cudgel/Staff),C,ITA,Elena SHIIHASHI,8.47
W,Single weapon routines Gun (Cudgel/Staff),C,USA,Emily CHAN,8.46
W,Single weapon routines Gun (Cudgel/Staff),C,EGY,Habiba SANAD,8.46
W,Single weapon routines Gun (Cudgel/Staff),C,ITA,Myriam ZOLLO,8.41
W,Single weapon routines Gun (Cudgel/Staff),C,MAS,LEE Xuen Ern,8.39
W,Single weapon routines Gun (Cudgel/Staff),C,GRE,Eleni Anna GEORGA,8.39
W,Single weapon routines Gun (Cudgel/Staff),C,IND,Luhenbi MAIBAM,8.38
W,Single weapon routines Gun (Cudgel/Staff),C,GRE,Myrto TSIALTA,8.36
W,Single weapon routines Gun (Cudgel/Staff),C,KGZ,Elina ISAKOVA,8.32
W,Single weapon routines Gun (Cudgel/Staff),C,KGZ,Saadat KASYMALIEVA,8.3
W,Single weapon routines Gun (Cudgel/Staff),C,CZE,Anezka JAGOSOVA,8.3
W,Double weapon routines Shuangjian (Double Straight Sword),C,TUR,Ayse Sude AKYUZ,8.67
W,Double weapon routines Shuangjian (Double Straight Sword),C,AIN,Sofia KOSHKINA,8.59
W,Double weapon routines Shuangjian (Double Straight Sword),C,CAN,Yanxin LIU,8.46
W,Double weapon routines Shuangjian (Double Straight Sword),C,MEX,Zoe Ximena RAMIREZ CORDOVA,8.45
W,Double weapon routines Shuangjian (Double Straight Sword),C,USA,Arianni SILVA,8.41
W,Double weapon routines Shuangjian (Double Straight Sword),C,MEX,Ximena CARRASCO REZA,8.37
W,Double weapon routines Other routines,C,AIN,Darina MAZURAK,8.64
W,Double weapon routines Other routines,C,USA,Samantha LU,8.56
W,Double weapon routines Other routines,C,HKG,WONG Sofia,8.55
W,Double weapon routines Other routines,C,USA,Jessica JACZYNSKI,8.52
W,Double weapon routines Other routines,C,INA,Latifa Farannisa AGIL,8.51
W,Double weapon routines Other routines,C,MAS,WONG Chloe Ryan,8.49
W,Double weapon routines Other routines,C,USA,Ava HARPER,8.47
W,Double weapon routines Other routines,C,POL,Natalia Maria ZARóD,8.46
W,Double weapon routines Other routines,C,USA,Natalie LEW,8.42
W,Double weapon routines Other routines,C,USA,Alaina CHAO,8.42
W,Double weapon routines Other routines,C,USA,Alayna CHIU,8.41
W,weapon routines Other routines,B,AIN,Aleksandra ROSLIAKOVA,8.6
W,weapon routines Other routines,B,USA,Alicia LI,8.56
W,weapon routines Other routines,B,EGY,Mariam SAKR,8.54
W,weapon routines Other routines,B,USA,Sofia ELCHIEVA,8.45
W,weapon routines Other routines,B,USA,Ishita KOTRA,8.45
W,weapon routines Other routines,B,USA,Madeline FARR,8.4
W,weapon routines Other routines,B,HUN,árven CSORDáS,8.39
W,weapon routines Other routines,B,CAN,Ruolan Alysa ZHANG,8.39
W,Single weapon routines Taiji weapon,A,LAT,Anna ZABLOCKA,7.55
W,Single weapon routines Taiji weapon,A,NZL,Tanya Tianran YANG,7.5
W,Single weapon routines Taiji weapon,A,USA,Mochen Jasmine LI,7.36
W,Single weapon routines Taiji weapon,A,AUS,Belinda Xinghui LI,7.24
W,Single weapon routines Taiji weapon,A,USA,Scarlett Lee BAUTISTA,7.2
W,Single weapon routines Taiji weapon,B,CAN,Ching Lam Katelyn CHOY,8.59
W,Single weapon routines Taiji weapon,B,MAS,TAN Jaslyn Yu Ching,8.55
W,Single weapon routines Taiji weapon,B,HKG,LYU Xinyi Evelyn,8.5
W,Single weapon routines Taiji weapon,B,LAT,Uljana Anastasija LUKJANENKO,8.46
W,Single weapon routines Taiji weapon,B,ROU,Alexandra Jasmine TECI,8.46
W,Single weapon routines Taiji weapon,B,AUS,Xingyu LI,8.4
W,Single weapon routines Taiji weapon,B,ROU,Sofia Maria ILIE,8.35
W,Single weapon routines Taiji weapon,B,USA,Seyed Dana KEYHANI ZEYABERI,8.34
W,Single weapon routines Chen Style Taijijian,D,AIN,Anastasiia KADENOVA,8.9
W,Single weapon routines Chen Style Taijijian,D,MAC,KUOK Wai Meng,8.88
W,Single weapon routines Chen Style Taijijian,D,HKG,NGAN Ka Wing,8.76
W,Single weapon routines Chen Style Taijijian,D,NED,Lisa Charmaine Maria MURESU,8.72
W,Single weapon routines Chen Style Taijijian,D,GEO,Nino CHIKHLADZE,8.66
W,Single weapon routines Chen Style Taijijian,D,GBR,Myrsini Chionia CHRISTODOULELLI,8.66
W,Single weapon routines Chen Style Taijijian,D,AIN,Elizaveta SMIRNOVA,8.59
W,Single weapon routines 42 posture Taijijian,D,HKG,AU-YEUNG Pui Yue,8.83
W,Single weapon routines 42 posture Taijijian,D,BRA,Katemann Akemi VALENTIM UEMOTO,8.69
W,Single weapon routines 42 posture Taijijian,D,BRU,Guat Lian ANG,8.66
W,Single weapon routines 42 posture Taijijian,D,HKG,CHEUNG Ophil,8.65
W,Single weapon routines 42 posture Taijijian,D,UKR,Mariia KOLISNYK,8.63
W,Single weapon routines 42 posture Taijijian,D,MAS,CHEE Ching Ting,8.53
W,Single weapon routines 42 posture Taijijian,D,CAN,Elaine Yen Heng KUO,8.36
W,Single weapon routines Other taiji weapon,D,HKG,YEUNG Debbie,8.77
W,Single weapon routines Other taiji weapon,D,MAC,HUNG Si Fan,8.72
W,Single weapon routines Other taiji weapon,D,POL,Anna Maria KUBIAK,8.67
W,Single weapon routines Other taiji weapon,D,FRA,Soimanga ANDRIAMANANTSOA,8.56
W,Single weapon routines Other taiji weapon,D,ITA,Denise PASQUAVAGLIO,8.51
W,Single weapon routines Other taiji weapon,D,POR,Cheila GONCALVES,8.48
W,Single weapon routines Other taiji weapon,D,NZL,Sixia GENG,8.45
W,Single weapon routines Other taiji weapon,D,AUS,Bethany Kay ENDACOTT,8.41
W,Single weapon routines Other taiji weapon,D,IND,Kriti,8.34
W,Single weapon routines Other taiji weapon,D,ESP,Alba NInO GONZALEZ,8.26
W,Single weapon routines Other routines,D,AIN,Almira GARIFULLINA,8.85
W,Single weapon routines Other routines,D,AIN,Elizaveta KOCHETKOVA,8.77
W,Single weapon routines Other routines,D,HKG,WONG Man Ting,8.7
W,Single weapon routines Other routines,D,ITA,Marta BORROMEO,8.5
W,Single weapon routines Other routines,D,MEX,Marisol Guadalupe AISPURO BRINGAS,8.48
W,Single weapon routines Other routines,D,BRA,Ana Paula MANENTE COTTET,8.46
W,Single weapon routines Other routines,D,IND,Rushi KUMARI,8.45
M,Single weapon routines Yang Style Taijijian,F,MAC,LAM Chi Meng,8.68
M,Single weapon routines Yang Style Taijijian,F,HKG,MAK Tai Man Peter,8.64
M,Single weapon routines Yang Style Taijijian,F,HKG,CHEUNG Kwong Tat,8.5
M,Single weapon routines Yang Style Taijijian,F,HKG,CHENG Chung Kit,8.49
M,Single weapon routines Yang Style Taijijian,F,AUS,Wing Kit Albert LO,8.47
M,Single weapon routines Yang Style Taijijian,F,ESP,Eloy Alberto NInO ORTEGA,8.46
M,Single weapon routines Yang Style Taijijian,F,AUS,Han Yeh CHAN,8.45
M,Single weapon routines Yang Style Taijijian,F,AUS,Steven LEE,8.41
M,Single weapon routines Yang Style Taijijian,F,AUS,Andy Tat Woo NG,8.37
M,Single weapon routines Yang Style Taijijian,F,AUS,Grahame George PRIEST,8.3
M,Single weapon routines Other Taiji weapon,F,SGP,TAY Kiang Meng,8.93
M,Single weapon routines Other Taiji weapon,F,SGP,TAY Ah Huat,8.85
M,Single weapon routines Other Taiji weapon,F,AUS,Bin Xiong QIAN,8.7
M,Single weapon routines Other Taiji weapon,F,CAN,Raymond Kin Keung MA,8.67
M,Single weapon routines Other Taiji weapon,F,JPN,OMIKAWA Masato,8.6
M,Single weapon routines Other Taiji weapon,F,JPN,NISHIKAWA Naoki,8.53
M,Single weapon routines Other Taiji weapon,F,MAC,CHAN Io Kuai,8.52
M,Single weapon routines Other Taiji weapon,F,AUS,Gordon Khing Hooi MAH,8.47
M,Single weapon routines Other Taiji weapon,F,NZL,Daniel B ZUO,8.46
M,Single weapon routines Other Taiji weapon,F,USA,Kenneth DELLAPENTA,8.42
M,Single weapon routines Other Taiji weapon,F,JPN,OKAMOTO Kenzo,8.36
M,Single weapon routines Other Taiji weapon,F,JPN,YAMAGUCHI Tadashi,8.33
M,Single weapon routines Other Taiji weapon,F,JPN,TAKEDA Anri,8.31
M,Single weapon routines Other Taiji weapon,F,CAN,Edmond Man Kong CHEUNG,8.31
W,Single weapon routines Yang Style Taijijian,F,HKG,LEUNG Yuen Nga Barbara,8.74
W,Single weapon routines Yang Style Taijijian,F,CAN,Eva Qiuzi FANG,8.61
W,Single weapon routines Yang Style Taijijian,F,CAN,Wendy Suen Chung FUNG,8.6
W,Single weapon routines Yang Style Taijijian,F,AUS,Yunian WU,8.59
W,Single weapon routines Yang Style Taijijian,F,AUS,Thuc Khanh LU,8.53
W,Single weapon routines Yang Style Taijijian,F,HKG,CHONG Poh Lin,8.52
W,Single weapon routines Yang Style Taijijian,F,HKG,MA Man Wai Lucia,8.47
W,Single weapon routines Yang Style Taijijian,F,HKG,LAU Yun Lam Alice,8.42
W,Single weapon routines Yang Style Taijijian,F,HKG,HUEN Siu Kuen,8.41
W,Single weapon routines Yang Style Taijijian,F,HKG,CHAN Sau Lan Cecilia,8.39
W,Single weapon routines Yang Style Taijijian,F,HKG,LIU Oi Lin Irene,8.39
W,Single weapon routines Yang Style Taijijian,F,HKG,LEUNG Fung Ha,8.38
W,Single weapon routines Yang Style Taijijian,F,USA,Sally MAHONEY,8.37
W,Single weapon routines Yang Style Taijijian,F,USA,Kristen FANG,8.32
W,Single weapon routines Yang Style Taijijian,F,AUS,Shuet Yee SIN,8.32
W,Single weapon routines Yang Style Taijijian,F,AUS,Leonny Johanna PRIEST,8.3
W,Single weapon routines Yang Style Taijijian,F,HKG,WONG Yim Chong Esther,8.28
W,Single weapon routines Yang Style Taijijian,F,AUS,Cheng Choo Khoo,7.24
W,Single weapon routines 32 Style Taijijian,F,NZL,Teck Lan TAN,8.58
W,Single weapon routines 32 Style Taijijian,F,JPN,TAKESUE Miwako,8.47
W,Single weapon routines 32 Style Taijijian,F,CAN,Brenda Bing Wan LEE,8.42
W,Single weapon routines 32 Style Taijijian,F,MEX,Silvia ARELLANO RODRIGUEZ,8.4
W,Single weapon routines 32 Style Taijijian,F,NZL,Qinghui ZHANG,8.39
W,Single weapon routines 32 Style Taijijian,F,JPN,JUNNISHI Junko,8.35
W,Single weapon routines 32 Style Taijijian,F,JPN,YOKOO Fumiko,8.26
W,Single weapon routines 32 Style Taijijian,F,ARG,Cristina ROSALES,8.03
W,Single weapon routines Other Taiji weapon,F,JPN,SUETSUGU Masami,8.74
W,Single weapon routines Other Taiji weapon,F,MAC,HO Lai Sim,8.64
W,Single weapon routines Other Taiji weapon,F,JPN,WATANABE Takako,8.51
M,Single weapon routines Taiji weapon,C,USA,Marshall BRAYTON,8.69
M,Single weapon routines Taiji weapon,C,AIN,Artem BOLKHOVITIN,8.53
M,Single weapon routines Taiji weapon,C,ITA,Matteo MURENU,8.5
M,Single weapon routines Taiji weapon,C,AIN,Zakhar ZHDANOV,8.39
M,Single weapon routines Taiji weapon,C,BRA,Matheus VALENTE SANCHEZ,8.31
M,Single weapon routines Taiji weapon,C,EGY,Mazen MOHAMED,8.19
W,Single weapon routines Taijishan,C,AIN,Kira MOKHOVA,8.61
W,Single weapon routines Taijishan,C,LAT,Anastasija VLASENKO,8.57
W,Single weapon routines Taijishan,C,LAT,Zlata TVOROGOVA,8.5
W,Single weapon routines Taijishan,C,TUN,Sghaier ELA,8.48
W,Single weapon routines Taijishan,C,ROU,Gabriela VLADAREANU,8.42
W,Single weapon routines Taijishan,C,ROU,Maria Alexandra TRUTA,8.37
W,Single weapon routines 42 posture Taijijian,B,HKG,LIN Sophie Isabella,8.6
W,Single weapon routines 42 posture Taijijian,B,BRU,Lauren Emily CHUA,8.52
W,Single weapon routines 42 posture Taijijian,B,HKG,LU Xinqi Kiki,8.5
W,Single weapon routines 42 posture Taijijian,B,BRU,Meagan Marie KEASBERRY,8.48
W,Single weapon routines 42 posture Taijijian,B,CAN,Shiwen LI,8.43
W,Single weapon routines 42 posture Taijijian,B,NZL,Amberbi WANG,8.42
W,Single weapon routines 42 posture Taijijian,B,HKG,ZHANG Yuanjia,8.42
W,Single weapon routines 42 posture Taijijian,B,NZL,Ziyan ZHOU,8.42
W,Single weapon routines 42 posture Taijijian,B,BRU,Natalie Xin Ying ONG,8.38
W,Single weapon routines 42 posture Taijijian,B,IND,Aradhya _,8.34
W,Single weapon routines 42 posture Taijijian,B,UKR,Kristina CHUKANOVA,8.32
W,Single weapon routines 42 posture Taijijian,C,HKG,LIU Hoi Man,8.6
W,Single weapon routines 42 posture Taijijian,C,HKG,CHAN Tsz Sa,8.59
W,Single weapon routines 42 posture Taijijian,C,MAC,LOK Mai Cheng,8.55
W,Single weapon routines 42 posture Taijijian,C,CAN,Amber Summer Jingjing NG,8.52
W,Single weapon routines 42 posture Taijijian,C,POL,Vanessa Weronika PARADIUK,8.5
W,Single weapon routines 42 posture Taijijian,C,NZL,Yusu ZHANG,8.34
W,Single weapon routines Other Taijijian,C,HKG,CHUNG Cheuk Yin,8.63
W,Single weapon routines Other Taijijian,C,TUN,Manai ZEINEB,8.52
W,Single weapon routines Other Taijijian,C,ROU,Lorena Larisa GHIDUT,8.45
W,Single weapon routines Other Taijijian,C,KAZ,Aiymzhan KUZEMBAY,8.41
W,Single weapon routines Other Taijijian,C,ROU,Oana Vasilica BELEAN,8.35
W,Single weapon routines Other Taijijian,C,HUN,Zoé Panna NéMETH,8.21
W,Single weapon routines Other Taijijian,C,GRE,Dimitra TAMPAKI,8.18
W,Single weapon routines 42 posture Taijijian,F,JPN,UKAI Yoko,8.63
W,Single weapon routines 42 posture Taijijian,F,KGZ,Tatiana PAK,8.58
W,Single weapon routines 42 posture Taijijian,F,MAC,CHEONG Lao Leng,8.55
W,Single weapon routines 42 posture Taijijian,F,JPN,YANASE Kimiko,8.52
W,Single weapon routines 42 posture Taijijian,F,JPN,ZHANG Yang,8.51
W,Single weapon routines 42 posture Taijijian,F,JPN,EMI Reiko,8.49
W,Single weapon routines 42 posture Taijijian,F,GBR,WATANABE Yoko,8.35
W,Single weapon routines 42 posture Taijijian,F,CAN,Maggie Mei Kwai CHEUNG,8.34
W,Single weapon routines 42 posture Taijijian,F,JPN,SHIMIZU Michiko,8.3
W,Single weapon routines 42 posture Taijijian,F,AUS,Mimi Therese Phun,8.24
W,Single weapon routines Taijishan,F,NED,Sabine Ariel Siao San SMEETS-GO,8.71
W,Single weapon routines Taijishan,F,ITA,Jianzhen GE,8.67
W,Single weapon routines Taijishan,F,NZL,Yuet Ying LAU,8.48
W,Single weapon routines Taijishan,F,MEX,Rosa Manuela ARRIAGA ORIHUELA,8.4
W,Single weapon routines Taijishan,F,JPN,AZUMA Masako,8.27
